,название,цена,год,модель,пробег,тип двигателя,объем двигателя,коробка передач,кузов,привод,л.с,состаяние
3607,ford,290000,2011,focus,126000,бензин,1.4,mt,хетчбэк,передний,80,не битый
3608,geely,365000,2013,emgrand ec7,57000,бензин,1.8,mt,седан,передний,126,не битый
3609,suzuki,325000,2006,liana,200000,бензин,1.6,at,универсал,передний,107,не битый
3610,toyota,99000,1998,corolla,123456,бензин,1.6,mt,хетчбэк,передний,110,не битый
3611,ваз,176000,2010,2113 samara,122052,бензин,1.6,mt,хетчбэк,передний,98,не битый
3612,hyundai,150000,2002,accent,130000,бензин,1.6,at,седан,передний,105,не битый
3613,hyundai,687000,2017,solaris,91500,бензин,1.6,at,седан,передний,123,не битый
3614,уаз,650000,2019,3741,1050,бензин,2.7,mt,фургон,полный,112,не битый
3615,nissan,1500000,2005,patrol,240000,дизель,3.0,mt,внедорожник,полный,160,не битый
3616,daewoo,155000,2012,nexia,95000,бензин,1.5,mt,седан,передний,80,не битый
3617,ssangyong,600000,2012,kyron,181000,дизель,2.0,at,внедорожник,полный,141,не битый
3618,toyota,715000,2008,camry,171000,бензин,2.4,at,седан,передний,167,не битый
3619,opel,270000,1991,calibra,130000,бензин,2.0,mt,купе,передний,150,не битый
3620,bmw,999000,2009,x5,197000,дизель,3.0,at,внедорожник,полный,286,не битый
3621,subaru,1459000,2015,forester,38923,бензин,2.5,cvt,внедорожник,полный,171,не битый
3622,toyota,1120000,2012,rav4,93500,бензин,2.0,cvt,внедорожник,полный,148,не битый
3623,lada,97000,2008,kalina,330000,бензин,1.6,mt,хетчбэк,передний,81,не битый
3624,chevrolet,550000,2014,cruze,95000,бензин,1.6,mt,хетчбэк,передний,109,не битый
3625,jeep,470000,1994,wrangler,260000,бензин,2.5,mt,внедорожник,полный,121,не битый
3626,mazda,250000,2004,3,55555,бензин,2.0,mt,седан,передний,150,не битый
3627,peugeot,185000,2004,307,200000,бензин,1.6,mt,хетчбэк,передний,109,не битый
3628,subaru,360000,2008,impreza,151890,бензин,1.5,at,хетчбэк,полный,107,не битый
3629,skoda,360000,2012,octavia,145000,бензин,1.4,mt,хетчбэк,передний,80,не битый
3630,mercedes,1210000,2011,-benz gl-класс,240000,дизель,3.0,at,внедорожник,полный,224,не битый
3631,chevrolet,210000,2004,niva,112010,бензин,1.7,mt,внедорожник,полный,80,не битый
3632,nissan,150000,2001,ad,375000,бензин,1.5,at,универсал,передний,100,не битый
3633,mitsubishi,230000,2003,lancer,269000,бензин,1.5,cvt,седан,передний,100,не битый
3634,газ,105000,2003,ель 3221,300000,бензин,2.3,mt,микроавтобус,задний,98,не битый
3635,ssangyong,780000,2012,actyon sports,84000,дизель,2.0,mt,пикап,полный,149,не битый
3636,citroen,340000,2011,c4,165000,бензин,1.6,at,хетчбэк,передний,120,не битый
3637,honda,125000,2001,partner,1000000,бензин,1.3,at,универсал,передний,91,не битый
3638,ваз,26000,1972,2101,80000,бензин,1.3,mt,седан,задний,69,не битый
3639,ваз,85000,2005,2110,200000,бензин,1.5,mt,седан,передний,73,не битый
3640,toyota,230000,1992,town ace,300000,дизель,2.0,mt,минивэн,полный,85,не битый
3641,заз,150000,2011,chance,129422,бензин,1.3,mt,седан,передний,70,не битый
3642,volkswagen,1550000,2013,caravelle,123000,дизель,2.0,mt,минивэн,передний,84,не битый
3643,lada,380000,2017,granta,12500,бензин,1.6,mt,хетчбэк,передний,87,не битый
3644,hyundai,699000,2011,ix35,128000,бензин,2.0,mt,внедорожник,передний,150,не битый
3645,nissan,749000,2014,qashqai,128000,бензин,2.0,mt,внедорожник,передний,144,не битый
3646,land,1230000,2011,rover discovery,130000,дизель,2.7,at,внедорожник,полный,190,не битый
3647,заз,139000,2010,chance,62000,бензин,1.5,mt,хетчбэк,передний,85,не битый
3648,ваз,140000,2012,2111,200000,бензин,1.6,mt,универсал,передний,89,не битый
3649,mazda,485000,2008,6,200000,бензин,1.8,mt,седан,передний,120,не битый
3650,honda,950000,2013,accord,129000,бензин,2.4,at,седан,передний,180,не битый
3651,chevrolet,450000,2016,niva,101000,бензин,1.7,mt,внедорожник,полный,80,не битый
3652,bmw,3300000,2019,x4,9869,дизель,2.0,at,внедорожник,полный,190,не битый
3653,nissan,680000,2013,qashqai,91700,бензин,1.6,cvt,внедорожник,передний,117,не битый
3654,kia,269000,2011,picanto,81000,бензин,1.0,mt,хетчбэк,передний,62,не битый
3655,lada,149000,2010,priora,125000,бензин,1.6,mt,хетчбэк,передний,98,не битый
3656,toyota,1250000,2007,land cruiser prado,180000,бензин,4.0,at,внедорожник,полный,249,не битый
3657,volkswagen,650000,2010,tiguan,159000,бензин,2.0,at,внедорожник,полный,170,не битый
3658,suzuki,509000,2007,grand vitara,128000,бензин,2.0,mt,внедорожник,полный,140,не битый
3659,volkswagen,430000,2014,polo,107000,бензин,1.6,mt,седан,передний,85,не битый
3660,nissan,757000,2012,qashqai,61000,бензин,1.6,mt,внедорожник,передний,114,не битый
3661,ford,489000,2013,focus,218000,бензин,1.6,mt,седан,передний,105,не битый
3662,ваз,110000,2006,2115 samara,100000,бензин,1.5,mt,седан,передний,76,не битый
3663,daewoo,115000,2007,matiz,91000,бензин,0.8,mt,хетчбэк,передний,50,не битый
3664,hyundai,230000,2007,accent,195000,бензин,1.5,at,седан,передний,102,не битый
3665,mercedes,960000,2012,-benz e-класс,158000,бензин,3.5,at,седан,полный,306,не битый
3666,lada,160000,2012,kalina,147000,бензин,1.6,mt,универсал,передний,81,не битый
3667,ваз,120000,2007,2114 samara,212000,бензин,1.6,mt,хетчбэк,передний,81,не битый
3668,toyota,1648000,2008,land cruiser,199000,дизель,4.5,at,внедорожник,полный,235,не битый
3669,opel,660000,2012,insignia,161000,дизель,2.0,at,хетчбэк,полный,163,не битый
3670,volkswagen,615000,2014,jetta,150850,бензин,1.4,mt,седан,передний,122,не битый
3671,ford,235000,2006,focus,150000,бензин,1.6,mt,седан,передний,115,не битый
3672,kia,420000,2008,bongo,240000,дизель,3.0,mt,пикап,задний,94,не битый
3673,volkswagen,980000,2012,passat cc,62000,бензин,1.8,amt,седан,передний,152,не битый
3674,porsche,850000,2007,cayenne,155000,бензин,3.6,at,внедорожник,полный,290,не битый
3675,bmw,2099000,2013,x5,87500,бензин,4.4,at,внедорожник,полный,450,не битый
3676,renault,349000,2012,kangoo,210000,бензин,1.6,mt,минивэн,передний,90,не битый
3677,lada,159000,2011,kalina,130000,бензин,1.4,mt,универсал,передний,89,не битый
3678,haima,245000,2012,3,76844,бензин,1.8,mt,седан,передний,112,не битый
3679,daewoo,125000,2010,matiz,143855,бензин,1.0,mt,хетчбэк,передний,64,не битый
3680,suzuki,415000,2010,swift,92566,бензин,1.5,at,хетчбэк,передний,102,не битый
3681,chevrolet,239000,2008,lacetti,388000,бензин,1.6,mt,седан,передний,109,не битый
3682,ваз,50000,2001,2112,200000,бензин,1.5,mt,хетчбэк,передний,94,не битый
3683,lifan,445000,2017,solano,52400,бензин,1.5,mt,седан,передний,100,не битый
3684,ford,440000,2013,focus,157448,бензин,1.6,mt,седан,передний,105,не битый
3685,nissan,620000,2010,qashqai,179048,бензин,2.0,cvt,внедорожник,передний,141,не битый
3686,toyota,280000,2002,corolla,340000,бензин,1.3,at,седан,передний,88,не битый
3687,mitsubishi,700000,2007,l200,287000,дизель,2.5,mt,пикап,полный,136,не битый
3688,mitsubishi,700000,2007,l200,287000,дизель,2.5,mt,пикап,полный,136,не битый
3689,hyundai,435000,2013,solaris,180000,бензин,1.6,mt,седан,передний,123,не битый
3690,opel,596000,2012,mokka,117925,бензин,1.4,mt,внедорожник,полный,140,не битый
3691,ваз,48000,2003,2107,85000,бензин,1.6,mt,седан,задний,74,не битый
3692,renault,215000,2012,logan,171000,бензин,1.4,mt,седан,передний,75,не битый
3693,ваз,79000,2009,2114 samara,282578,бензин,1.6,mt,хетчбэк,передний,90,не битый
3694,nissan,150000,2002,primera,297000,бензин,2.0,cvt,универсал,передний,150,не битый
3695,volkswagen,170000,2004,bora,230000,бензин,1.6,mt,седан,передний,101,не битый
3696,renault,420000,2012,sandero stepway,145000,бензин,1.6,mt,хетчбэк,передний,84,не битый
3697,toyota,950000,2012,hilux,203000,дизель,2.5,mt,пикап,полный,144,не битый
3698,ваз,65000,2010,2105,76000,бензин,1.6,mt,седан,задний,73,не битый
3699,ваз,160000,2011,2113 samara,130000,бензин,1.6,mt,хетчбэк,передний,81,не битый
3700,ваз,84500,2007,2115 samara,110500,бензин,1.5,mt,седан,передний,68,не битый
3701,chevrolet,1750000,2008,express,275000,бензин,5.3,at,минивэн,полный,301,не битый
3702,lada,157000,2010,priora,197000,бензин,1.6,mt,универсал,передний,98,не битый
3703,ford,745000,2012,mondeo,137000,бензин,2.3,at,седан,передний,161,не битый
3704,fiat,170000,2007,albea,156226,бензин,1.4,mt,седан,передний,77,не битый
3705,peugeot,190000,2007,207,176000,бензин,1.4,mt,хетчбэк,передний,90,не битый
3706,toyota,110000,1996,corona premio,320000,дизель,2.0,at,седан,передний,88,не битый
3707,ford,320000,2006,mondeo,184000,бензин,2.0,mt,седан,передний,145,не битый
